Symbol,Sector,Industry,Company_Name
LIQUID1.NS,Unknown,Unknown,Kotak Mahindra Mutual Fund - Kotak Nifty 1d Rate Liquid Etf
LOWVOL1.NS,Unknown,Unknown,Kotak Nifty 100 Low Volatality 30 ETF
MIDCAP.NS,Unknown,Unknown,Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 50 ETF
MNC.NS,Unknown,Unknown,Kotak Nifty MNC ETF
SILVER1.NS,Unknown,Unknown,Kotak Mahindra Mutual Fund - Kotak Silver ETF Fund
NV20.NS,Unknown,Unknown,NIFTY50 VALUE 20
MID150.NS,Unknown,Unknown,Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 150 Etf
MSCIINDIA.NS,Unknown,Unknown,Kotak MSCI India ETF
NIFTY100EW.NS,Unknown,Unknown,Kotak Mahindra Mutual Fund - Kotak Nifty 100 Equal Weight Etf
BANKNIFTY1.NS,Unknown,Unknown,Kotak Nifty Bank ETF
KOTHARIPET.NS,Basic Materials,Specialty Chemicals,Kothari Petrochemicals Limited
KOTHARIPRO.NS,Industrials,Conglomerates,Kothari Products Limited
KOTARISUG.NS,Consumer Defensive,Confectioners,Kothari Sugars and Chemicals Limited
KPIGREEN.NS,Utilities,Utilities - Renewable,KPI Green Energy Limited
KPITTECH.NS,Technology,Software - Infrastructure,KPIT Technologies Limited
KPRMILL.NS,Consumer Cyclical,Textile Manufacturing,K.P.R. Mill Limited
KRBL.NS,Consumer Defensive,Packaged Foods,KRBL Limited
KREBSBIO.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Krebs Biochemicals & Industries Limited
KRIDHANINF.NS,Basic Materials,Steel,Kridhan Infra Limited
KRISHANA.NS,Basic Materials,Agricultural Inputs,Krishana Phoschem Limited
KIMS.NS,Healthcare,Medical Care Facilities,Krishna Institute of Medical Sciences Limited
KRITI.NS,Industrials,Building Products & Equipment,Kriti Industries (India) Limited
KRITINUT.NS,Consumer Defensive,Packaged Foods,Kriti Nutrients Limited
KRITIKA.NS,Basic Materials,Steel,Kritika Wires Limited
KRN.NS,Technology,Electronic Components,KRN HEAT EXCHANGE N REF L
KRONOX.NS,Basic Materials,Specialty Chemicals,KRONOX LAB SCIENCES LTD
KROSS.NS,Consumer Cyclical,Auto Parts,KROSS LIMITED
KRSNAA.NS,Healthcare,Diagnostics & Research,Krsnaa Diagnostics Limited
KRYSTAL.NS,Industrials,Specialty Business Services,KRYSTAL INTEGRATED SER L
KSB.NS,Industrials,Specialty Industrial Machinery,KSB Limited
KSHITIJPOL.NS,Industrials,Business Equipment & Supplies,Kshitij Polyline Limited
KSOLVES.NS,Technology,Software - Application,Ksolves India Limited
KUANTUM.NS,Basic Materials,Paper & Paper Products,Kuantum Papers Limited
LTF.NS,Financial Services,Credit Services,L&T Finance Limited
LTTS.NS,Technology,Information Technology Services,L&T Technology Services Limited
LAOPALA.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",La Opala RG Limited
LAGNAM.NS,Consumer Cyclical,Textile Manufacturing,Lagnam Spintex Limited
LFIC.NS,Financial Services,Asset Management,Lakshmi Finance & Industrial Corporation Limited
LAMBODHARA.NS,Consumer Cyclical,Textile Manufacturing,Lambodhara Textiles Limited
LANCORHOL.NS,Real Estate,Real Estate - Development,Lancor Holdings Limited
LANDMARK.NS,Consumer Cyclical,Auto & Truck Dealerships,Landmark Cars Limited
LPDC.NS,Real Estate,Real Estate Services,Landmark Property Development Company Limited
LT.NS,Industrials,Engineering & Construction,Larsen & Toubro Limited
LATENTVIEW.NS,Industrials,Consulting Services,Latent View Analytics Limited
LATTEYS.NS,Industrials,Specialty Industrial Machinery,Latteys Industries Limited
LAURUSLABS.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Laurus Labs Limited
LAXMICOT.NS,Consumer Cyclical,Textile Manufacturing,Laxmi Cotspin Limited
LAXMIDENTL.NS,Healthcare,Medical Instruments & Supplies,LAXMI DENTAL LIMITED
LGHL.NS,Consumer Cyclical,Luxury Goods,LAXMI GOLDORNA HOUSE LTD
LXCHEM.NS,Basic Materials,Specialty Chemicals,Laxmi Organic Industries Limited
LCCINFOTEC.NS,Consumer Defensive,Education & Training Services,LCC Infotech Limited
IXIGO.NS,Consumer Cyclical,Travel Services,LE TRAVENUES TECHNOLOGY L
LEMONTREE.NS,Consumer Cyclical,Lodging,Lemon Tree Hotels Limited
LEXUS.NS,Industrials,Building Products & Equipment,Lexus Granito (India) Limited
LGBBROSLTD.NS,Consumer Cyclical,Auto Parts,L.G. Balakrishnan & Bros Limited
LIBAS.NS,Consumer Cyclical,Apparel Manufacturing,Libas Consumer Products Limited
LIBERTSHOE.NS,Consumer Cyclical,Footwear & Accessories,Liberty Shoes Ltd.
LICHSGFIN.NS,Financial Services,Mortgage Finance,LIC Housing Finance Limited
LICMFGOLD.NS,Unknown,Unknown,LIC MF Gold ETF
LICNETFN50.NS,Unknown,Unknown,LIC MF Nifty 50 ETF
LICNETFSEN.NS,Unknown,Unknown,LIC MF BSE Sensex ETF
LICNFNHGP.NS,Unknown,Unknown,LIC MF Nifty 100 ETF
LICNETFGSC.NS,Unknown,Unknown,LIC MF Nifty 8-13 yr G-SEC ETF
LICNMID100.NS,Unknown,Unknown,LIC MF Nifty Midcap 100 ETF
LICI.NS,Financial Services,Insurance - Life,Life Insurance Corporation of India
LIKHITHA.NS,Energy,Oil & Gas Equipment & Services,Likhitha Infrastructure Limited
LINC.NS,Industrials,Business Equipment & Supplies,Linc Limited
LINCOLN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Lincoln Pharmaceuticals Limited
LINDEINDIA.NS,Basic Materials,Specialty Chemicals,Linde India Limited
LLOYDSENGG.NS,Industrials,Specialty Industrial Machinery,Lloyds Engineering Works Limited
LLOYDSENT.NS,Basic Materials,Steel,Lloyds Enterprises Limited
LLOYDSME.NS,Basic Materials,Steel,Lloyds Metals and Energy Limited
LMW.NS,Industrials,Specialty Industrial Machinery,LMW Limited
LOKESHMACH.NS,Industrials,Specialty Industrial Machinery,Lokesh Machines Limited
LORDSCHLO.NS,Basic Materials,Chemicals,Lords Chloro Alkali Limited
LAL.NS,Consumer Cyclical,Apparel Manufacturing,Lorenzini Apparels Limited
LOTUSEYE.NS,Healthcare,Medical Care Facilities,Lotus Eye Hospital and Institute Limited
LOVABLE.NS,Consumer Cyclical,Apparel Manufacturing,Lovable Lingerie Limited
LOYALTEX.NS,Consumer Cyclical,Textile Manufacturing,Loyal Textile Mills Limited
LTFOODS.NS,Consumer Defensive,Packaged Foods,LT Foods Limited
LTIM.NS,Technology,Information Technology Services,LTIMindtree Limited
LUMAXTECH.NS,Consumer Cyclical,Auto Parts,Lumax Auto Technologies Limited
LUMAXIND.NS,Consumer Cyclical,Auto Parts,Lumax Industries Limited
LUPIN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Lupin Limited
LUXIND.NS,Consumer Cyclical,Apparel Manufacturing,Lux Industries Limited
LYKALABS.NS,Healthcare,Biotechnology,Lyka Labs Limited
LYPSAGEMS.NS,Consumer Cyclical,Luxury Goods,Lypsa Gems & Jewellery Limited
MKPL.NS,Consumer Defensive,Packaged Foods,M. K. Proteins Limited
M&MFIN.NS,Financial Services,Credit Services,Mahindra & Mahindra Financial Services Limited
MAANALU.NS,Basic Materials,Aluminum,Maan Aluminium Limited
LODHA.NS,Real Estate,Real Estate - Development,Macrotech Developers Limited
MCL.NS,Basic Materials,Copper,Madhav Copper Limited
MADHAV.NS,Industrials,Building Products & Equipment,Madhav Marbles and Granites Limited
MBAPL.NS,Basic Materials,Agricultural Inputs,Madhya Bharat Agro Products Limited
MADRASFERT.NS,Basic Materials,Agricultural Inputs,Madras Fertilizers Limited
MAGADSUGAR.NS,Consumer Defensive,Confectioners,Magadh Sugar & Energy Limited
MCLOUD.NS,Technology,Information Technology Services,Magellanic Cloud Limited
MAGNUM.NS,Basic Materials,Paper & Paper Products,Magnum Ventures Limited
MAHAPEXLTD.NS,Financial Services,Credit Services,Maha Rashtra Apex Corporation Limited
MFML.NS,Consumer Cyclical,Textile Manufacturing,Mahalaxmi Fabric Mills Limited
MHLXMIRU.NS,Consumer Cyclical,Textile Manufacturing,Mahalaxmi Rubtech Limited
MGL.NS,Utilities,Utilities - Regulated Gas,Mahanagar Gas Limited
MTNL.NS,Communication Services,Telecom Services,Mahanagar Telephone Nigam Limited
MAHSCOOTER.NS,Consumer Cyclical,Auto Parts,Maharashtra Scooters Ltd.
MAHSEAMLES.NS,Basic Materials,Steel,Maharashtra Seamless Limited
MAHESHWARI.NS,Industrials,Integrated Freight & Logistics,Maheshwari Logistics Limited
M&M.NS,Consumer Cyclical,Auto Manufacturers,Mahindra & Mahindra Limited
MAHEPC.NS,Industrials,Farm & Heavy Construction Machinery,Mahindra EPC Irrigation Limited
MHRIL.NS,Consumer Cyclical,Resorts & Casinos,Mahindra Holidays & Resorts India Limited
MAHLIFE.NS,Real Estate,Real Estate - Development,Mahindra Lifespace Developers Limited
MAHLOG.NS,Industrials,Integrated Freight & Logistics,Mahindra Logistics Limited
MAITHANALL.NS,Basic Materials,Steel,Maithan Alloys Limited
MALLCOM.NS,Industrials,Security & Protection Services,Mallcom (India) Limited
MALUPAPER.NS,Basic Materials,Paper & Paper Products,Malu Paper Mills Limited
MAMATA.NS,Industrials,Specialty Industrial Machinery,MAMATA MACHINERY LIMITED
MANAKCOAT.NS,Industrials,Metal Fabrication,Manaksia Coated Metals & Industries Limited
MANINDS.NS,Basic Materials,Steel,Man Industries (India) Limited
MANINFRA.NS,Industrials,Engineering & Construction,Man Infraconstruction Limited
MANAKALUCO.NS,Basic Materials,Aluminum,Manaksia Aluminium Company Limited
MANAKSIA.NS,Industrials,Metal Fabrication,Manaksia Limited
MANAKSTEEL.NS,Basic Materials,Steel,Manaksia Steels Limited
MANALIPETC.NS,Basic Materials,Specialty Chemicals,Manali Petrochemicals Limited
MANAPPURAM.NS,Financial Services,Credit Services,Manappuram Finance Limited
MANBA.NS,Financial Services,Credit Services,MANBA FINANCE LIMITED
MANGCHEFER.NS,Basic Materials,Agricultural Inputs,Mangalore Chemicals & Fertilizers Limited
MANCREDIT.NS,Financial Services,Credit Services,Mangal Credit and Fincorp Limited
MANGLMCEM.NS,Basic Materials,Building Materials,Mangalam Cement Limited
MANGALAM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Mangalam Drugs & Organics Limited
MGEL.NS,Consumer Defensive,Farm Products,Mangalam Global Enterprise Limited
MANORG.NS,Basic Materials,Specialty Chemicals,Mangalam Organics Limited
MANKIND.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Mankind Pharma Limited
MVGJL.NS,Consumer Cyclical,Luxury Goods,Manoj Vaibhav Gems 'N' Jewellers Limited
MANOMAY.NS,Consumer Cyclical,Textile Manufacturing,Manomay Tex India Limited
MANORAMA.NS,Consumer Defensive,Packaged Foods,Manorama Industries Limited
MARALOVER.NS,Consumer Cyclical,Textile Manufacturing,Maral Overseas Limited
MARATHON.NS,Real Estate,Real Estate - Development,Marathon Nextgen Realty Limited
MARICO.NS,Consumer Defensive,Household & Personal Products,Marico Limited
MARINE.NS,Industrials,Marine Shipping,Marine Electricals (India) Limited
MARKSANS.NS,Healthcare,Drug Manufacturers - General,Marksans Pharma Limited
MARUTI.NS,Consumer Cyclical,Auto Manufacturers,Maruti Suzuki India Limited
MASFIN.NS,Financial Services,Credit Services,MAS Financial Services Limited
MASTEK.NS,Technology,Information Technology Services,Mastek Limited
MASTERTR.NS,Financial Services,Capital Markets,Master Trust Limited
MATRIMONY.NS,Communication Services,Internet Content & Information,Matrimony.com Limited
MAWANASUG.NS,Consumer Defensive,Confectioners,Mawana Sugars Limited
MAXESTATES.NS,Real Estate,Real Estate - Development,MAX ESTATES LIMITED
MFSL.NS,Financial Services,Insurance - Life,Max Financial Services Limited
MAXHEALTH.NS,Healthcare,Medical Care Facilities,Max Healthcare Institute Limited
MAXIND.NS,Healthcare,Medical Care Facilities,Max India Limited
MAYURUNIQ.NS,Consumer Cyclical,Textile Manufacturing,Mayur Uniquoters Limited
MAZDOCK.NS,Industrials,Aerospace & Defense,Mazagon Dock Shipbuilders Limited
MAZDA.NS,Industrials,Specialty Industrial Machinery,Mazda Limited
MBLINFRA.NS,Industrials,Engineering & Construction,MBL Infrastructures Limited
MCLEODRUSS.NS,Consumer Defensive,Packaged Foods,McLeod Russel India Limited
MEDIASSIST.NS,Healthcare,Healthcare Plans,MEDI ASSIST HEALTH SER L
MEDICAMEQ.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Medicamen Biotech Limited
MEDICO.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Medico Remedies Limited
MEDPLUS.NS,Healthcare,Pharmaceutical Retailers,MedPlus Health Services Limited
MEGASTAR.NS,Consumer Defensive,Packaged Foods,Megastar Foods Limited
MOL.NS,Basic Materials,Agricultural Inputs,Meghmani Organics Limited
MENONBE.NS,Consumer Cyclical,Auto Parts,Menon Bearings Limited
METROBRAND.NS,Consumer Cyclical,Apparel Retail,Metro Brands Limited
METROPOLIS.NS,Healthcare,Diagnostics & Research,Metropolis Healthcare Limited
MICEL.NS,Technology,Electronic Components,MIC Electronics Limited
MINDACORP.NS,Consumer Cyclical,Auto Parts,Minda Corporation Limited
MINDTECK.NS,Technology,Information Technology Services,Mindteck (India) Limited
ALPHAETF.NS,Unknown,Unknown,Mirae Asset Nifty 200 Alpha 30 ETF
BANKETF.NS,Unknown,Unknown,Mirae Asset Nifty Bank ETF
BANKPSU.NS,Unknown,Unknown,Mirae Asset Nifty PSU Bank ETF
CONSUMER.NS,Unknown,Unknown,Mirae Asset Nifty India New Age Consumption ETF
EQUAL200.NS,Unknown,Unknown,MIRAEAMC - EQUAL200
EVINDIA.NS,Unknown,Unknown,Mirae Asset Nifty EV and New Age Automotive ETF
ITETF.NS,Unknown,Unknown,Mirae Asset Nifty IT ETF
LIQUID.NS,Unknown,Unknown,Mirae Asset Nifty 1D Rate Liquid ETF-IDCW
LIQUIDPLUS.NS,Unknown,Unknown,Mirae Asset Nifty 1D Rate Liquid ETF-Growth
ESG.NS,Unknown,Unknown,MIRAEAMC - MAESGETF
MAFANG.NS,Unknown,Unknown,Mirae Asset NYSE FANG+ETF
BFSI.NS,Unknown,Unknown,MIRAEAMC - MAFSETF
GOLDETF.NS,Unknown,Unknown,Mirae Asset Gold ETF
MAHKTECH.NS,Unknown,Unknown,Mirae Asset Hang Seng TECH ETF
MIDCAPETF.NS,Unknown,Unknown,MIRAEAMC - MAM150ETF
MAKEINDIA.NS,Unknown,Unknown,MIRAEAMC - MAMFGETF
NIFTYETF.NS,Unknown,Unknown,Mirae Asset Nifty 50 ETF
LOWVOL.NS,Unknown,Unknown,Mirae Asset Nifty 100 Low Volatility 30 ETF
NEXT50.NS,Unknown,Unknown,MIRAEAMC - MANXT50
SILVRETF.NS,Unknown,Unknown,Mirae Asset Silver ETF
MASPTOP50.NS,Unknown,Unknown,Mirae Asset S&P 500 Top 50 ETF
METAL.NS,Unknown,Unknown,Mirae Asset Nifty Metal ETF
MIDSMALL.NS,Unknown,Unknown,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF
MULTICAP.NS,Unknown,Unknown,Mirae Asset Nifty500 Multicap 50:25:25 ETF
SELECTIPO.NS,Unknown,Unknown,MIRAEAMC - SELECTIPO
SENSEXETF.NS,Unknown,Unknown,Mirae Asset BSE Sensex ETF
SMALLCAP.NS,Unknown,Unknown,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF
MIRCELECTR.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",MIRC Electronics Limited
MIRZAINT.NS,Consumer Cyclical,Footwear & Accessories,Mirza International Limited
MIDHANI.NS,Basic Materials,Steel,Mishra Dhatu Nigam Limited
MITCON.NS,Industrials,Engineering & Construction,MITCON Consultancy & Engineering Services Limited
MITTAL.NS,Consumer Cyclical,Textile Manufacturing,Mittal Life Style Limited
MMFL.NS,Industrials,Metal Fabrication,M M Forgings Limited
MMP.NS,Basic Materials,Aluminum,MMP Industries Limited
MMTC.NS,Industrials,Conglomerates,MMTC Limited
MODTHREAD.NS,Consumer Cyclical,Textile Manufacturing,Modern Threads (India) Limited
MODIRUBBER.NS,Real Estate,Real Estate Services,Modi Rubber Limited
MODISONLTD.NS,Industrials,Electrical Equipment & Parts,Modison Limited
MOHITIND.NS,Consumer Cyclical,Textile Manufacturing,Mohit Industries Limited
MOIL.NS,Basic Materials,Other Industrial Metals & Mining,MOIL Limited
MOKSH.NS,Consumer Cyclical,Luxury Goods,Moksh Ornaments Limited
MOLDTKPAC.NS,Consumer Cyclical,Packaging & Containers,Mold-Tek Packaging Limited
MOLDTECH.NS,Industrials,Engineering & Construction,Mold-Tek Technologies Limited
MONARCH.NS,Financial Services,Capital Markets,Monarch Networth Capital Limited
MONTECARLO.NS,Consumer Cyclical,Apparel Manufacturing,Monte Carlo Fashions Limited
MORARJEE.NS,Consumer Cyclical,Textile Manufacturing,Morarjee Textiles Limited
MOREPENLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Morepen Laboratories Limited
MOSCHIP.NS,Technology,Semiconductor Equipment & Materials,MOSCHIP TECHNOLOGIES LTD
MSUMI.NS,Consumer Cyclical,Auto Parts,Motherson Sumi Wiring India Limited
MOM100.NS,Unknown,Unknown,Motilal Oswal Nifty Midcap 100 ETF
MON100.NS,Unknown,Unknown,Motilal Oswal NASDAQ 100 ETF
MOTILALOFS.NS,Financial Services,Capital Markets,Motilal Oswal Financial Services Limited
MOM50.NS,Unknown,Unknown,Motilal Oswal M50 ETF
MOGSEC.NS,Unknown,Unknown,Motilal Oswal Nifty 5 year Benchmark G-Sec ETF
MOCAPITAL.NS,Unknown,Unknown,Motilal Oswal AMC Ltd. - Motilal Oswal Nifty Capital Market ETF
MODEFENCE.NS,Unknown,Unknown,Motilal Oswal Nifty India Defence ETF
MOHEALTH.NS,Unknown,Unknown,Motilal Oswal BSE Healthcare ETF
MOINFRA.NS,Unknown,Unknown,Motilal Oswal Asset Management Co. Ltd - Motilal Oswal BSE India Infrastructure ETF
MOLOWVOL.NS,Unknown,Unknown,Motilal Oswal BSE Low Volatility ETF
MOMENTUM50.NS,Unknown,Unknown,Motilal Oswal Nifty 500 Momentum 50 ETF
MOMOMENTUM.NS,Unknown,Unknown,Motilal Oswal Nifty 200 Momentum 30 ETF
MONEXT50.NS,Unknown,Unknown,Motilal Oswal Mutual Fund - Nifty Next 50 Etf
MONIFTY500.NS,Unknown,Unknown,Motilal Oswal Nifty 500 ETF
MONQ50.NS,Unknown,Unknown,Motilal Oswal Nasdaq Q 50 ETF
MOPSE.NS,Unknown,Unknown,Motilal Oswal Mutual Fund - Motilal Oswal Nifty Pse ETF
MOQUALITY.NS,Unknown,Unknown,Motilal Oswal BSE Quality ETF
MOREALTY.NS,Unknown,Unknown,Motilal Oswal Nifty Realty ETF
MOSMALL250.NS,Unknown,Unknown,Motilal Oswal Nifty Smallcap 250 ETF
MOVALUE.NS,Unknown,Unknown,Motilal Oswal BSE Enhanced Value ETF
MOTISONS.NS,Consumer Cyclical,Luxury Goods,MOTISONS JEWELLERS LTD
MOTOGENFIN.NS,Real Estate,Real Estate Services,The Motor & General Finance Limited
MPHASIS.NS,Technology,Information Technology Services,Mphasis Limited
MPSLTD.NS,Communication Services,Publishing,MPS Limited
MRF.NS,Consumer Cyclical,Auto Parts,MRF Limited
MRPL.NS,Energy,Oil & Gas Refining & Marketing,Mangalore Refinery and Petrochemicals Limited
BECTORFOOD.NS,Consumer Defensive,Packaged Foods,Mrs. Bectors Food Specialities Limited
MSTCLTD.NS,Industrials,Conglomerates,MSTC Limited
MTEDUCARE.NS,Consumer Defensive,Education & Training Services,MT Educare Limited
MTARTECH.NS,Industrials,Specialty Industrial Machinery,MTAR Technologies Limited
MUFIN.NS,Financial Services,Credit Services,Mufin Green Finance Limited
MUKANDLTD.NS,Basic Materials,Steel,Mukand Limited
MUKKA.NS,Consumer Defensive,Packaged Foods,Mukka Proteins Limited
MUKTAARTS.NS,Communication Services,Entertainment,Mukta Arts Limited
MCX.NS,Financial Services,Financial Data & Stock Exchanges,Multi Commodity Exchange of India Limited
MUNJALAU.NS,Consumer Cyclical,Auto Parts,Munjal Auto Industries Limited
MUNJALSHOW.NS,Consumer Cyclical,Auto Parts,Munjal Showa Limited
MURUDCERA.NS,Industrials,Building Products & Equipment,Murudeshwar Ceramics Ltd.
RADIOCITY.NS,Communication Services,Broadcasting,Music Broadcast Limited
MUTHOOTCAP.NS,Financial Services,Credit Services,Muthoot Capital Services Limited
MUTHOOTFIN.NS,Financial Services,Credit Services,Muthoot Finance Limited
MUTHOOTMF.NS,Financial Services,Credit Services,MUTHOOT MICROFIN LIMITED
NBIFIN.NS,Financial Services,Capital Markets,N.B.I. Industrial Finance Company Limited
NAGREEKCAP.NS,Financial Services,Capital Markets,Nagreeka Capital & Infrastructure Ltd.
NAGREEKEXP.NS,Consumer Cyclical,Textile Manufacturing,Nagreeka Exports Limited
NAHARCAP.NS,Financial Services,Capital Markets,Nahar Capital and Financial Services Limited
NAHARINDUS.NS,Consumer Cyclical,Textile Manufacturing,Nahar Industrial Enterprises Limited
NAHARPOLY.NS,Consumer Cyclical,Packaging & Containers,Nahar Poly Films Limited
NAHARSPING.NS,Consumer Cyclical,Textile Manufacturing,Nahar Spinning Mills Limited
NGIL.NS,Consumer Defensive,Packaged Foods,Nakoda Group of Industries Limited
NSIL.NS,Financial Services,Asset Management,Nalwa Sons Investments Limited
NDL.NS,Consumer Cyclical,Textile Manufacturing,Nandan Denim Limited
JAIPURKURT.NS,Consumer Cyclical,Apparel Manufacturing,Nandani Creation Limited
NH.NS,Healthcare,Medical Care Facilities,Narayana Hrudayalaya Limited
NARMADA.NS,Basic Materials,Agricultural Inputs,Narmada Agrobase Limited
NATCOPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,NATCO Pharma Limited
NATHBIOGEN.NS,Basic Materials,Agricultural Inputs,Nath Bio-Genes (India) Limited
NATIONALUM.NS,Basic Materials,Aluminum,National Aluminium Company Limited
NFL.NS,Basic Materials,Agricultural Inputs,National Fertilizers Limited
NATCAPSUQ.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Natural Capsules Limited
NAVA.NS,Industrials,Conglomerates,Nava Limited
NAVINFLUOR.NS,Basic Materials,Chemicals,Navin Fluorine International Limited
NAVKARCORP.NS,Industrials,Integrated Freight & Logistics,Navkar Corporation Limited
NAVNETEDUL.NS,Communication Services,Publishing,Navneet Education Limited
NAZARA.NS,Communication Services,Electronic Gaming & Multimedia,Nazara Technologies Limited
NBCC.NS,Industrials,Engineering & Construction,NBCC (India) Limited
NCC.NS,Industrials,Engineering & Construction,NCC Limited
NCLIND.NS,Basic Materials,Building Materials,NCL Industries Limited
NDRAUTO.NS,Consumer Cyclical,Auto Parts,NDR Auto Components Limited
NDTV.NS,Communication Services,Broadcasting,New Delhi Television Limited
NELCAST.NS,Industrials,Metal Fabrication,Nelcast Limited
NELCO.NS,Technology,Communication Equipment,Nelco Limited
NEOGEN.NS,Basic Materials,Specialty Chemicals,Neogen Chemicals Limited
NESCO.NS,Industrials,Conglomerates,Nesco Limited
NESTLEIND.NS,Consumer Defensive,Packaged Foods,Nestlé India Limited
NETWEB.NS,Technology,Computer Hardware,Netweb Technologies India Limited
NPST.NS,Technology,Software - Application,NETWORK PEOPLE SRV TECH L
NETWORK18.NS,Communication Services,Entertainment,Network18 Media & Investments Limited
NEULANDLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Neuland Laboratories Limited
NEWGEN.NS,Technology,Software - Infrastructure,Newgen Software Technologies Limited
NEXTMEDIA.NS,Communication Services,Broadcasting,Next Mediaworks Limited
NGLFINE.NS,Healthcare,Drug Manufacturers - General,NGL Fine-Chem Limited
NHPC.NS,Utilities,Utilities - Renewable,NHPC Limited
NIBE.NS,Industrials,Conglomerates,Nibe Limited
NIITMTS.NS,Consumer Defensive,Education & Training Services,NIIT Learning Systems Limited
NIITLTD.NS,Consumer Defensive,Education & Training Services,NIIT Limited
NILAINFRA.NS,Real Estate,Real Estate - Development,Nila Infrastructures Limited
NILASPACES.NS,Real Estate,Real Estate - Development,Nila Spaces Limited
NILKAMAL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Nilkamal Limited
NINSYS.NS,Technology,Information Technology Services,NINtec Systems Limited
BANKBEES.NS,Unknown,Unknown,Nippon India ETF Nifty Bank BeES
CONSUMBEES.NS,Unknown,Unknown,NIP IND ETF CONSUMPTION
DIVOPPBEES.NS,Unknown,Unknown,Nippon India Mutual Fund - Nippon India ETF Dividend Opportunities
NV20BEES.NS,Unknown,Unknown,Nippon India Mutual Fund - Nippon India ETF Nifty 50 Value 20
GOLDBEES.NS,Unknown,Unknown,Nippon India ETF Gold BeES
HNGSNGBEES.NS,Unknown,Unknown,Nippon India ETF Hang Seng BeES
INFRABEES.NS,Unknown,Unknown,Nippon India ETF Nifty Infrastructure BeES
ITBEES.NS,Unknown,Unknown,Nippon India ETF Nifty IT
JUNIORBEES.NS,Unknown,Unknown,Nippon India ETF Nifty Next 50 Junior BeES
LIQUIDBEES.NS,Unknown,Unknown,Nippon India ETF Nifty 1D Rate Liquid BeES
LTGILTBEES.NS,Unknown,Unknown,Nippon India Mutual Fund - Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt
MID150BEES.NS,Unknown,Unknown,Nippon India Mutual Fund -Nippon India ETF Nifty Midcap 150
NIF100BEES.NS,Unknown,Unknown,NIP IND ETF NIFTY 100
NIFTYBEES.NS,Unknown,Unknown,Nippon India ETF Nifty 50 BeES
PSUBNKBEES.NS,Unknown,Unknown,Nippon India ETF Nifty PSU Bank BeES
SHARIABEES.NS,Unknown,Unknown,Nippon India ETF Nifty 50 Shariah BeES
NAM-INDIA.NS,Financial Services,Asset Management,Nippon Life India Asset Management Limited
AUTOBEES.NS,Unknown,Unknown,NIPPONAMC - NETFAUTO
PHARMABEES.NS,Unknown,Unknown,Nippon Life India Asset Management Ltd. - Nippon India Mutual Fund - Nippon India Nifty Pharma ETF
SILVERBEES.NS,Unknown,Unknown,Nippon India Silver ETF
NIRAJ.NS,Industrials,Engineering & Construction,Niraj Cement Structurals Limited
NITCO.NS,Industrials,Building Products & Equipment,NITCO Limited
NITINSPIN.NS,Consumer Cyclical,Textile Manufacturing,Nitin Spinners Limited
NITIRAJ.NS,Technology,Scientific & Technical Instruments,Nitiraj Engineers Limited
NIVABUPA.NS,Financial Services,Insurance - Life,Niva Bupa Health Insurance Company Limited
NKIND.NS,Consumer Defensive,Household & Personal Products,N.K Industries Limited
NLCINDIA.NS,Utilities,Utilities - Regulated Electric,NLC India Limited
NMDC.NS,Basic Materials,Steel,NMDC Limited
NSLNISP.NS,Basic Materials,Steel,NMDC Steel Limited
NOCIL.NS,Basic Materials,Specialty Chemicals,NOCIL Limited
NOIDATOLL.NS,Industrials,Infrastructure Operations,Noida Toll Bridge Company Limited
NORBTEAEXP.NS,Consumer Defensive,Farm Products,Norben Tea & Exports Limited
NECCLTD.NS,Industrials,Trucking,North Eastern Carrying Corporation Limited
NORTHARC.NS,Financial Services,Credit Services,Northern Arc Capital Limited
NOVAAGRI.NS,Basic Materials,Agricultural Inputs,Nova Agritech Limited
NRBBEARING.NS,Consumer Cyclical,Auto Parts,NRB Bearings Limited
NIBL.NS,Industrials,Tools & Accessories,NRB Industrial Bearings Limited
NTPCGREEN.NS,Utilities,Utilities - Renewable,NTPC GREEN ENERGY LIMITED
NTPC.NS,Utilities,Utilities - Regulated Electric,NTPC Limited
NUCLEUS.NS,Technology,Software - Application,Nucleus Software Exports Limited
